ref_area.label,indicator.label,source.label,sex.label,classif1.label,classif2.label,time,obs_value,obs_status.label,note_classif.label,note_indicator.label,note_source.label
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2017,7.033,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,not_elsewhere_classified,2017,146.348,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2017,95.762,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2017,346.03,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,total,2018,612.28,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single,2018,104.606,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married,2018,471.515,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2018,26.465,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2018,9.695,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2018,140.765,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2018,471.515,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,total,2019,634.249,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single,2019,112.079,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married,2019,486.097,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,widowed,2019,25.146,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,divorced,2019,10.928,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2019,148.152,,,,Repository: ILO-STATISTICS - Micro data processing
Albania,"Labour force by sex, age and marital status (thousands)",ALB - LFS - Labour Force Survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2019,486.097,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,total,2017,1446.686,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,single,2017,492.314,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,married,2017,0.859,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,widowed,2017,56.343,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,divorced,2017,879.322,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,not_elsewhere_classified,2017,17.848,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2017,1427.978,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2017,0.859,Unreliable,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,total,2018,1354.555,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,single,2018,510.879,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,married,2018,781.227,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,widowed,2018,19.724,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,divorced,2018,42.725,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,single_widowed_divorced,2018,573.328,,,,Repository: ILO-STATISTICS - Micro data processing
United Arab Emirates,"Labour force by sex, age and marital status (thousands)",ARE - LFS - Labour force survey,Sex: Female,Age (Aggregate bands): Total,married_union_cohabiting,2018,781.227,,,,Repository: ILO-STATISTICS - Micro data processing
